,_id,created_at,tweet_content,keyword,user_location,entities,classified
570,ObjectId(60995a43b936924605203d1d),2021-05-10 15:22:19,tentar outra vez,['Nubank'],"Brasília, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}], 'symbols': []}",1.0
571,ObjectId(60995a43b936924605203d21),2021-05-10 15:22:41,decchanamite serio fabricar ideias geniais dever contratar,['Coca-cola'],equestria,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'decchanamite', 'name': 'cinna ⛩️🐺', 'id': 1162151229017006082, 'id_str': '1162151229017006082', 'indices': [0, 13]}], 'symbols': []}",1.0
578,ObjectId(60995a43b936924605203dab),2021-05-10 15:43:39,luizzucolotto sim dois tenis ainda,['Nike'],"Serra, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'luizzucolotto', 'name': 'Minha nossa', 'id': 726957917845491713, 'id_str': '726957917845491713', 'indices': [0, 14]}], 'symbols': []}",1.0
582,ObjectId(60995a43b936924605203dd2),2021-05-10 15:48:07,fatura resumir compras,['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
583,ObjectId(60995a43b936924605203dd6),2021-05-10 15:50:35,código nx nunca taxar sentir taxa,['SHEIN'],Brasil,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
584,ObjectId(60995a43b936924605203e11),2021-05-10 15:57:14,alguém presentear fardinho,['Coca-cola'],"Porto Velho, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
586,ObjectId(60995a43b936924605203e1b),2021-05-10 15:58:18,ficar horas olhar kkkkkk mds viciante,['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
591,ObjectId(60995a43b936924605203e3f),2021-05-10 16:03:42,gastar agora medo taxar old,['SHEIN'],"Bahia, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
593,ObjectId(60995a43b936924605203d26),2021-05-10 15:22:45,felipevinha uso mercado pagar melhor problemas acabar pagar dois boletos kkkkkk publi,['Nubank'],"Rio de Janeiro, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'felipevinha', 'name': 'Vinha', 'id': 15201438, 'id_str': '15201438', 'indices': [0, 12]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [13, 20]}], 'symbols': []}",1.0
597,ObjectId(60995a43b936924605203d48),2021-05-10 15:27:16,shox merecer respeito,['Nike'],"São Paulo, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
598,ObjectId(60995a43b936924605203d4c),2021-05-10 15:27:26,jacob comer bem falso tênis combinar roupas,['Nike'],"Balneário Camboriú, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
599,ObjectId(60995a43b936924605203d62),2021-05-10 15:30:45,caralho abrir app ver parada descobri padrasto fazer pix conto maluco pputa pobre,['Nubank'],"Macapá, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
600,ObjectId(60995a43b936924605203d6a),2021-05-10 15:32:10,fé julgar coisas selecionadas sacola compras favor,['SHEIN'],"Umuarama, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
607,ObjectId(60995a43b936924605203da4),2021-05-10 15:40:26,misturar academia poder,['Nike'],"Nova Iguaçu, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
608,ObjectId(60995a43b936924605203dd0),2021-05-10 15:48:05,marlenecosteira faltar,['Coca-cola'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'MarleneCosteira', 'name': 'றα яℓ პηპ ✿ 🌟', 'id': 423498973, 'id_str': '423498973', 'indices': [0, 16]}], 'symbols': []}",1.0
610,ObjectId(60995a43b936924605203de3),2021-05-10 15:52:13,uso lançar camisa short,['Nike'],"Penha, Rio de Janeiro","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
611,ObjectId(60995a43b936924605203de5),2021-05-10 15:51:38,toda vez usar tênis abro guardar roupa mana sentir loja escolher,['Nike'],"Santo Ângelo, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
618,ObjectId(60995a43b936924605203e45),2021-05-10 16:04:22,nada fds ahah,['Nike'],"Aveiro, Portugal","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
623,ObjectId(60995a43b936924605203d94),2021-05-10 15:38:50,felicidad felicidad es hacer un pedir,['SHEIN'],"Elche, Spain","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
625,ObjectId(60995a43b936924605203dbd),2021-05-10 15:46:11,ptkintocavel,['Nike'],pergunta lá no posto ipiranga,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'ptkintocavel', 'name': '🅿️1️⃣7️⃣', 'id': 1012448421897261056, 'id_str': '1012448421897261056', 'indices': [0, 13]}], 'symbols': []}",1.0
626,ObjectId(60995a43b936924605203dbf),2021-05-10 15:46:06,sempre pé camisa time,['Nike'],ppg,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
627,ObjectId(60995a43b936924605203dc2),2021-05-10 15:47:00,umbro,['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'RodrigoBuenoTV', 'name': 'Rodrigo Bueno', 'id': 45385616, 'id_str': '45385616', 'indices': [0, 15]}], 'symbols': []}",1.0
628,ObjectId(60995a43b936924605203dce),2021-05-10 15:47:41,fodase vo deixar cabelo crescer lançar degradezin regua simbolo picar jogar,['Nike'],@𝘴𝘢𝘯𝘤𝘩𝘦𝘻𝘻𝘵𝘰𝘹𝘪𝘤,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
630,ObjectId(60995a43b936924605203e06),2021-05-10 15:56:56,desviei comprar quase gratidão,['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
633,ObjectId(60995a43b936924605203e2c),2021-05-10 16:01:03,qrendo paradinhas,['SHEIN'],ERREJOTA,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
638,ObjectId(60995a43b936924605203e49),2021-05-10 16:04:44,ei massa flamengo voltar né,['Nike'],"Delmiro Gouveia, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
641,ObjectId(60995a43b936924605203d38),2021-05-10 15:24:38,pitangaop uso,['Nubank'],"Rio de Janeiro, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'pitangaOp', 'name': 'AFRORED', 'id': 3152804963, 'id_str': '3152804963', 'indices': [0, 10]}], 'symbols': []}",1.0
644,ObjectId(60995a43b936924605203d96),2021-05-10 15:39:00,cão,['Boticário'],"Konoha, aldeia da folha ","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
645,ObjectId(60995a43b936924605203da6),2021-05-10 15:40:42,mussumalive questão roupas,['SHEIN'],"Rio de Janeiro, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'MussumAlive', 'name': 'Leandro Santos | Mussum Alive', 'id': 20771988, 'id_str': '20771988', 'indices': [0, 12]}], 'symbols': []}",1.0
646,ObjectId(60995a43b936924605203dd5),2021-05-10 15:49:22,eimattt pedroseschini matt ver shox cdg k,['Nike'],"Atlanta, GA","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'eimattt', 'name': 'tranqueira', 'id': 1022556873361432577, 'id_str': '1022556873361432577', 'indices': [0, 8]}, {'screen_name': 'PedroSeschini', 'name': '𝖕𝖊𝖉𝖗𝖔𝖘𝖊𝖘𝖈𝖍𝖎𝖓𝖎 🩸🐉', 'id': 4013112622, 'id_str': '4013112622', 'indices': [9, 23]}], 'symbols': []}",1.0
647,ObjectId(60995a43b936924605203de1),2021-05-10 15:51:31,dudiskkjk prefiro,['Nike'],na sua casa bb,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'dudiskkjk', 'name': 'dudis ama gustavo', 'id': 1317794972012347392, 'id_str': '1317794972012347392', 'indices': [0, 10]}], 'symbols': []}",1.0
650,ObjectId(60995a43b936924605203df6),2021-05-10 15:54:34,teclado notebook sexta faltar pouco ânimo ainda existir nesse isolamento,['Coca-cola'],Crateús /Fortaleza /São Paulo,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
657,ObjectId(60995a43b936924605203d11),2021-05-10 15:21:14,ressaca euuu porra estalar agora,['Coca-cola'],03/11/2020💙👣,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
660,ObjectId(60995a43b936924605203d41),2021-05-10 15:25:21,amo café amo,['Coca-cola'],"Vila Velha, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
662,ObjectId(60995a43b936924605203d60),2021-05-10 15:30:26,jung_dede ver mercado livre comprar lá encontrar lojas cidade vender dois sair msm frete,['Xiaomi'],borderland,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'jung_dede', 'name': 'Deza a sobrevivente', 'id': 1176417595098107905, 'id_str': '1176417595098107905', 'indices': [0, 10]}], 'symbols': []}",1.0
666,ObjectId(60995a43b936924605203d87),2021-05-10 15:36:24,enfim mãos,['Nubank'],"Carazinho, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
668,ObjectId(60995a43b936924605203d93),2021-05-10 15:38:41,mosalxh qnd chegar acredito velho vermelha pagar pau demais nela,['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'mosalxh', 'name': 'tayná.', 'id': 1011715480795705344, 'id_str': '1011715480795705344', 'indices': [0, 8]}], 'symbols': []}",1.0
669,ObjectId(60995a43b936924605203e28),2021-05-10 15:59:11,trabalhar encher guarda roupa lala,['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'Guizinxl_038', 'name': 'famoso capa da gaita$2', 'id': 1243948719579508736, 'id_str': '1243948719579508736', 'indices': [0, 13]}], 'symbols': []}",1.0
673,ObjectId(60995a43b936924605203d2d),2021-05-10 15:23:19,blusa chegar feliz,['SHEIN'],🏳️‍🌈⃤,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
675,ObjectId(60995a43b936924605203d4a),2021-05-10 15:27:21,comprinhas chegar,['SHEIN'],"Lagoa da Prata, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
676,ObjectId(60995a43b936924605203d6e),2021-05-10 15:32:57,futebol_info galometaldiret ataquemarketing perder força caralho,['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'futebol_info', 'name': 'Planeta do Futebol 🌎', 'id': 193500696, 'id_str': '193500696', 'indices': [0, 13]}, {'screen_name': 'GALOMETALDiret', 'name': 'GALO METAL 😷', 'id': 424144615, 'id_str': '424144615', 'indices': [14, 29]}, {'screen_name': 'AtaqueMarketing', 'name': 'Ataque Marketing Esportivo', 'id': 121522082, 'id_str': '121522082', 'indices': [30, 46]}], 'symbols': []}",1.0
677,ObjectId(60995a43b936924605203d6f),2021-05-10 15:32:43,coisa chegar qm sera vo flooda foto,['SHEIN'],"i just wanna go back 사랑도 아픔도 모 I wanna kill myself, i wanna kill myself 내가 더 망가지기 전.","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
681,ObjectId(60995a43b936924605203daa),2021-05-10 15:42:38,mês aumentar coisa linda,['Nubank'],"Florianópolis, Ingleses ","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
687,ObjectId(60995a43b936924605203e03),2021-05-10 15:54:48,achar loja vender roupas estilo perto casa la,['SHEIN'],📖: a escolha,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
691,ObjectId(60995a43b936924605203d24),2021-05-10 15:22:44,site bom navegar adoro ficar sugerir peças parecido procurar passo horas olhar parecer shopping,['SHEIN'],"Anápolis, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'ricademarre', 'name': 'Gabriela Sales', 'id': 150605888, 'id_str': '150605888', 'indices': [3, 15]}], 'symbols': []}",1.0
696,ObjectId(60995a43b936924605203d50),2021-05-10 15:28:15,mamar usar código kwai tiktok pois roupar pfvr ajudar pobre mulher,['SHEIN'],entj,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
697,ObjectId(60995a43b936924605203d5c),2021-05-10 15:29:52,obrigada,['Nubank'],,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}], 'symbols': []}",1.0
702,ObjectId(60995a43b936924605203da9),2021-05-10 15:42:35,fckggud,['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'fckggud', 'name': '\U0001f972', 'id': 3136447583, 'id_str': '3136447583', 'indices': [0, 8]}], 'symbols': []}",1.0
708,ObjectId(60995a43b936924605203dcd),2021-05-10 15:48:20,comprar,['SHEIN'],na do morae$,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
710,ObjectId(60995a43b936924605203ddf),2021-05-10 15:52:03,capinhas celular maravilhosas baratinhas,['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
711,ObjectId(60995a43b936924605203dea),2021-05-10 15:52:38,saber lacoste,['Nike'],"Nova Iguaçu, Vila de Cava ","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
712,ObjectId(60995a43b936924605203dee),2021-05-10 15:53:13,vo lançar cabelo,['Nike'],gv city,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
713,ObjectId(60995a43b936924605203def),2021-05-10 15:52:55,credita papai puto bolar mo buracão,['Nike'],🇧🇷,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'maiscaro155', 'name': 'CH \uf8ff', 'id': 1300330710146985984, 'id_str': '1300330710146985984', 'indices': [0, 12]}], 'symbols': []}",1.0
716,ObjectId(60995a43b936924605203dff),2021-05-10 15:56:12,alwaysmeteoro app chamado training club treinos várias intensidades tempo,['Nike'],"São Paulo, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'alwaysmeteoro', 'name': 'julia', 'id': 1370760330297683971, 'id_str': '1370760330297683971', 'indices': [0, 14]}], 'symbols': []}",1.0
717,ObjectId(60995a43b936924605203e04),2021-05-10 15:55:41,strogonoff batata coração transbordar,['Coca-cola'],Casa do amor ❤️,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
718,ObjectId(60995a43b936924605203e2f),2021-05-10 16:01:30,tanto agasalho,['Nike'],"Sumaré, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
720,ObjectId(60995a43b936924605203e35),2021-05-10 16:01:58,jjkpjmluvx,['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'jjkpjmluvx', 'name': 'raissa BY JIMIN 🧈', 'id': 819987668666908674, 'id_str': '819987668666908674', 'indices': [0, 11]}], 'symbols': []}",1.0
721,ObjectId(60995a43b936924605203e51),2021-05-10 16:05:35,df receber doses vacina positivo,"['Nike', 'Xiaomi']",None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
723,ObjectId(60995a43b936924605203d22),2021-05-10 15:22:42,mussumalive dinheiro gastar roupa,['SHEIN'],"Guarulhos, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'MussumAlive', 'name': 'Leandro Santos | Mussum Alive', 'id': 20771988, 'id_str': '20771988', 'indices': [0, 12]}], 'symbols': []}",1.0
726,ObjectId(60995a43b936924605203d51),2021-05-10 15:27:55,cerolzera primeiramente ficar choque logo seguir falaria eaeew boquinha,['Nike'],"Paris, France","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'CEROLZERA', 'name': 'Cerol', 'id': 1216971385777664005, 'id_str': '1216971385777664005', 'indices': [0, 10]}], 'symbols': []}",1.0
727,ObjectId(60995a43b936924605203d69),2021-05-10 15:32:09,tomar café manhã melhor forma pizza dormir,['Coca-cola'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
733,ObjectId(60995a43b936924605203dc4),2021-05-10 15:47:19,voce,['Nike'],🏠,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'eumanovt', 'name': 'vt crf 🚩', 'id': 777594688228495360, 'id_str': '777594688228495360', 'indices': [3, 12]}], 'symbols': []}",1.0
734,ObjectId(60995a43b936924605203df4),2021-05-10 15:54:07,lindo assim fabricada,['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
735,ObjectId(60995a43b936924605203df8),2021-05-10 15:52:44,taxar agora falto esperar chegar,['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
736,ObjectId(60995a43b936924605203e0e),2021-05-10 15:57:45,chegar pacote muié feliz zl,['SHEIN'],"São Paulo, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
737,ObjectId(60995a43b936924605203e2e),2021-05-10 16:01:44,precisar alguém disposto financiar pijaminhas,['SHEIN'],ipanema / fabriciano mg,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
